,player,org,region,event,rounds,rating,ACS,KD,KAST,ADR,KPR,APR,FKPR,FDPR,HS,CS,KMAX,KILLS,DEATHS,ASSISTS,FK,FD
93,Mistic,['TL'],['EMEA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",683.0,0.91,176.6,0.8666666666666667,72.66666666666667,116.63333333333333,0.6266666666666666,0.3333333333333333,0.06,0.08666666666666667,31.0,15.0,23,425.0,484.0,226.0,41.0,56.0
94,Monyet,"['RRQ', 'PRX']","['INT', 'PACIFIC']","['KICKOFF', 'STAGE 2', 'MASTERS MADRID']",885.0,0.9133333333333334,195.63333333333333,0.8666666666666667,69.66666666666667,130.6,0.67,0.3133333333333333,0.11333333333333333,0.16,25.333333333333332,18.333333333333332,28,604.0,686.0,285.0,102.0,142.0
95,MrFaliN,['FUT'],"['INT', 'EMEA']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'CHAMPIONS', 'MASTERS SHANGHAI']",1282.0,1.0175,188.04000000000002,0.9279999999999999,74.25,122.21999999999998,0.636,0.426,0.08,0.084,22.5,14.666666666666666,25,840.0,869.0,555.0,106.0,107.0
96,Munchkin,['GEN'],"['INT', 'PACIFIC']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'CHAMPIONS', 'MASTERS SHANGHAI', 'MASTERS MADRID']",2293.0,1.056,191.11666666666667,1.0066666666666666,75.6,126.2,0.65,0.445,0.08166666666666667,0.085,22.2,14.75,34,1482.0,1461.0,1009.0,169.0,209.0
97,N4RRATE,['KC'],"['INT', 'EMEA']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'MASTERS MADRID']",1205.0,1.17,238.0,1.1925,75.75,156.92499999999998,0.825,0.34249999999999997,0.1175,0.085,25.25,18.75,40,989.0,837.0,401.0,136.0,98.0
98,NDG,['TS'],['PACIFIC'],"['KICKOFF', 'STAGE 1']",607.0,0.9650000000000001,182.5,0.98,74.0,124.30000000000001,0.65,0.225,0.07500000000000001,0.07,22.5,14.5,23,397.0,415.0,136.0,48.0,41.0
99,NaturE,['EG'],['NA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",632.0,0.9,170.53333333333333,0.8066666666666666,71.0,111.3,0.5866666666666666,0.38000000000000006,0.056666666666666664,0.04666666666666667,30.333333333333332,13.0,24,384.0,453.0,235.0,37.0,35.0
100,Nicc,['DRG'],"['INT', 'CHINA']","['KICKOFF', 'STAGE 1', 'CHINA', 'MASTERS SHANGHAI']",978.0,,184.425,0.925,,118.65,0.6425,0.4,0.05,0.11,,,21,643.0,664.0,397.0,12.0,30.0
101,Ninebody,['TYL'],['CHINA'],"['KICKOFF', 'CHINA']",330.0,,241.95,1.1099999999999999,,165.3,0.825,0.31,0.21,0.15,,,26,280.0,244.0,90.0,53.0,37.0
102,OBONE,['NOVA'],['CHINA'],"['KICKOFF', 'STAGE 1']",388.0,,165.8,0.8049999999999999,,,0.585,0.33,,,,,20,230.0,278.0,127.0,0.0,0.0
103,OXY,['C9'],['NA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",822.0,1.03,250.5666666666667,1.07,70.33333333333333,161.86666666666667,0.8733333333333334,0.18000000000000002,0.21666666666666665,0.18333333333333335,29.666666666666668,14.0,35,741.0,669.0,157.0,181.0,150.0
104,Pa1nt,['MIBR'],['NA'],['STAGE 2'],42.0,0.61,140.5,0.54,64.0,101.3,0.45,0.29,0.1,0.21,24.0,,11,19.0,35.0,12.0,4.0,9.0
105,Palla,['MIBR'],['NA'],['STAGE 2'],183.0,0.88,221.1,0.85,63.0,142.3,0.73,0.15,0.22,0.2,27.0,18.0,18,134.0,157.0,27.0,41.0,37.0
106,PangH,['NOVA'],['CHINA'],"['KICKOFF', 'STAGE 1']",197.0,,168.15,0.705,,,0.55,0.23500000000000001,,,,,25,108.0,154.0,41.0,0.0,0.0
107,Polvi,['GE'],['PACIFIC'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",631.0,0.9266666666666667,213.03333333333333,0.9066666666666666,66.66666666666667,143.43333333333334,0.7166666666666667,0.19000000000000003,0.20666666666666667,0.19666666666666666,23.0,16.5,22,457.0,494.0,122.0,128.0,121.0
108,QiuYe,['TEC'],['CHINA'],['KICKOFF'],297.0,,166.4,0.74,,,0.57,0.3,,,,,23,170.0,229.0,90.0,0.0,0.0
109,Quick,['LOUD'],"['NA', 'INT']","['KICKOFF', 'STAGE 1', 'MASTERS MADRID']",782.0,0.9066666666666666,198.1,0.9366666666666666,65.0,129.4,0.7000000000000001,0.15333333333333332,0.16333333333333333,0.16666666666666666,27.333333333333332,10.666666666666666,27,547.0,584.0,119.0,129.0,133.0
110,QutionerX,['BBL'],['EMEA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",575.0,0.9533333333333333,226.83333333333334,0.98,70.0,150.29999999999998,0.7766666666666667,0.18333333333333335,0.19666666666666666,0.15666666666666665,26.333333333333332,13.0,31,455.0,454.0,109.0,114.0,83.0
111,Rb,['TEC'],['CHINA'],"['KICKOFF', 'STAGE 1', 'CHINA']",826.0,,226.9,1.09,,147.3,0.7966666666666665,0.25,0.13,0.18,,,33,662.0,609.0,206.0,35.0,49.0
112,Redgar,['GX'],['EMEA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",554.0,0.8000000000000002,147.4,0.7333333333333334,66.33333333333333,97.46666666666665,0.5266666666666667,0.3333333333333333,0.07666666666666666,0.10333333333333333,35.333333333333336,18.0,22,293.0,395.0,186.0,41.0,56.0
113,Retla,['BLD'],['PACIFIC'],"['STAGE 2', 'STAGE 1']",530.0,0.9,175.95,0.925,69.5,117.05,0.6299999999999999,0.19,0.05,0.060000000000000005,26.0,17.5,22,333.0,360.0,102.0,28.0,34.0
114,RgLMeister,['MIBR'],['NA'],"['KICKOFF', 'STAGE 1']",474.0,0.89,172.0,0.89,70.5,117.45,0.625,0.34,0.05,0.045,28.5,17.5,23,299.0,333.0,165.0,22.0,22.0
115,RieNs,['TH'],"['INT', 'EMEA']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'CHAMPIONS', 'MASTERS SHANGHAI', 'MASTERS MADRID']",1891.0,1.1300000000000001,215.91666666666666,1.1633333333333333,75.0,145.36666666666667,0.7583333333333333,0.3416666666666666,0.08666666666666667,0.04666666666666667,36.2,17.5,29,1363.0,1257.0,697.0,141.0,105.0
116,Rossy,['T1'],"['INT', 'PACIFIC']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'MASTERS SHANGHAI']",933.0,1.0766666666666669,209.475,1.1099999999999999,75.33333333333333,132.8,0.72,0.3025,0.0675,0.0675,26.0,18.0,29,661.0,625.0,325.0,67.0,65.0
117,Russ,['GE'],['PACIFIC'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",631.0,0.8866666666666667,177.5666666666667,0.8433333333333334,70.0,114.26666666666667,0.6166666666666667,0.3866666666666667,0.09000000000000001,0.09333333333333334,35.666666666666664,18.0,21,401.0,462.0,238.0,58.0,59.0
118,S1Mon,['EDG'],"['INT', 'CHINA']","['CHAMPIONS', 'CHINA']",373.0,0.8,151.45,0.835,73.0,100.0,0.54,0.415,0.03,0.035,24.0,,20,230.0,241.0,154.0,14.0,17.0
119,SSeeS,['DFM'],['PACIFIC'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",620.0,0.9133333333333334,165.96666666666667,0.8266666666666667,69.66666666666667,106.16666666666667,0.5933333333333333,0.3566666666666667,0.05000000000000001,0.07666666666666667,35.0,18.666666666666668,21,361.0,439.0,224.0,33.0,46.0
120,SUYGETSU,['NAVI'],['EMEA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",760.0,1.0066666666666666,184.4,1.02,71.66666666666667,125.43333333333332,0.66,0.20000000000000004,0.060000000000000005,0.06666666666666667,33.666666666666664,13.0,23,502.0,497.0,157.0,50.0,48.0
121,SWERL,['NOVA'],['CHINA'],"['STAGE 1', 'CHINA']",567.0,,232.14999999999998,1.03,,143.5,0.7949999999999999,0.2,0.13,0.19,,,28,453.0,435.0,117.0,30.0,44.0
122,Sacy,['SEN'],"['NA', 'INT']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'CHAMPIONS', 'MASTERS MADRID']",1400.0,1.05,190.76,0.9880000000000001,74.0,128.4,0.65,0.38,0.06999999999999999,0.072,26.8,12.0,24,863.0,927.0,540.0,88.0,112.0
123,Sayaplayer,['T1'],"['INT', 'PACIFIC']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'MASTERS SHANGHAI']",1065.0,1.0766666666666664,206.4,1.1125,73.0,137.25,0.755,0.135,0.15750000000000003,0.135,27.333333333333332,13.333333333333334,36,816.0,755.0,152.0,181.0,151.0
124,Sayf,['VIT'],"['INT', 'EMEA']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'CHAMPIONS']",1210.0,1.065,214.025,1.115,70.0,141.375,0.7625000000000001,0.245,0.12,0.1225,30.25,12.75,31,980.0,824.0,268.0,161.0,154.0
125,Scales,['TYL'],['CHINA'],['CHINA'],249.0,,164.7,0.77,,109.4,0.56,0.51,0.08,0.09,,,21,140.0,182.0,126.0,19.0,22.0
126,ShadoW,['KOI'],['EMEA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",740.0,0.9033333333333333,167.96666666666667,0.84,67.66666666666667,108.73333333333333,0.5833333333333334,0.2933333333333334,0.053333333333333344,0.09999999999999999,20.666666666666668,18.0,21,433.0,516.0,219.0,40.0,73.0
127,ShahZaM,['MIBR'],['NA'],['STAGE 2'],42.0,0.85,172.5,0.79,74.0,124.2,0.55,0.33,0.07,0.1,24.0,17.0,12,23.0,29.0,14.0,3.0,4.0
128,Shao,['NAVI'],['EMEA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",760.0,1.03,191.4333333333333,1.0166666666666666,73.66666666666667,129.70000000000002,0.68,0.37000000000000005,0.07,0.08666666666666667,31.0,17.666666666666668,24,519.0,516.0,278.0,57.0,58.0
129,Shion7,['DRG'],"['INT', 'CHINA']","['STAGE 1', 'CHINA', 'MASTERS SHANGHAI']",827.0,,162.70000000000002,0.7333333333333334,,110.25,0.5566666666666666,0.2333333333333333,0.05500000000000001,0.135,,,24,502.0,621.0,228.0,16.0,37.0
130,Shyy,['KRÜ'],"['NA', 'INT']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'CHAMPIONS']",1075.0,1.0350000000000001,190.225,1.0225000000000002,67.75,132.025,0.6775000000000001,0.2475,0.07999999999999999,0.0875,25.5,32.25,27,756.0,711.0,241.0,69.0,80.0
131,SiuFatBB,['WOL'],['CHINA'],['CHINA'],197.0,,160.9,0.98,,107.4,0.58,0.35,0.04,0.04,,,18,114.0,116.0,68.0,7.0,8.0
132,Smoggy,['EDG'],"['INT', 'CHINA']","['KICKOFF', 'STAGE 1', 'CHAMPIONS', 'CHINA', 'MASTERS SHANGHAI', 'MASTERS MADRID']",1420.0,1.1949999999999998,216.86666666666667,1.2016666666666667,78.5,148.97500000000002,0.7766666666666667,0.34,0.075,0.08,29.5,24.5,25,1036.0,924.0,499.0,56.0,59.0
133,Spitfires,['AG'],['CHINA'],"['KICKOFF', 'STAGE 1', 'CHINA']",662.0,,207.0,0.9533333333333335,,149.0,0.7366666666666667,0.15,0.25,0.18,,,27,502.0,509.0,99.0,67.0,48.0
134,Spring,['WOL'],['CHINA'],"['KICKOFF', 'STAGE 1', 'CHINA']",656.0,,213.5,1.0166666666666666,,157.0,0.7466666666666667,0.19333333333333333,0.21,0.23,,,26,488.0,483.0,120.0,42.0,45.0
135,SugarZ3ro,['ZETA'],['PACIFIC'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",795.0,0.9866666666666667,184.63333333333333,0.9533333333333335,72.33333333333333,120.26666666666667,0.66,0.38333333333333336,0.03333333333333333,0.07333333333333335,32.666666666666664,9.666666666666666,24,530.0,547.0,306.0,30.0,57.0
136,Surf,['TLN'],['PACIFIC'],"['STAGE 2', 'STAGE 1']",528.0,0.935,170.75,0.905,68.5,115.15,0.6,0.195,0.065,0.07,37.0,10.0,23,316.0,349.0,102.0,35.0,36.0
137,TakaS,['M8'],['EMEA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",564.0,0.9500000000000001,215.66666666666666,0.9866666666666667,64.66666666666667,140.83333333333334,0.7466666666666667,0.22333333333333336,0.15666666666666665,0.16666666666666666,21.666666666666668,19.0,26,400.0,431.0,127.0,90.0,103.0
138,TenZ,['SEN'],"['NA', 'INT']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'CHAMPIONS', 'MASTERS MADRID']",1400.0,1.056,206.3,1.0260000000000002,75.2,132.24,0.714,0.438,0.10999999999999999,0.10600000000000001,26.0,16.0,30,1034.0,962.0,649.0,149.0,125.0
139,TvirusLuke,['DRG'],"['INT', 'CHINA']","['KICKOFF', 'STAGE 1', 'CHINA', 'MASTERS SHANGHAI']",978.0,,211.6,0.825,,150.64999999999998,0.6849999999999999,0.21000000000000002,0.19,0.17,,,25,680.0,798.0,204.0,53.0,44.0
140,Victor,['NRG'],['NA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",632.0,0.9866666666666667,212.86666666666665,1.0766666666666667,69.33333333333333,139.76666666666668,0.7533333333333333,0.17666666666666667,0.14333333333333334,0.14666666666666667,25.666666666666668,18.5,30,476.0,455.0,111.0,91.0,92.0
141,Viva,['JDG'],['CHINA'],"['KICKOFF', 'STAGE 1', 'CHINA']",697.0,,216.26666666666665,1.2266666666666668,,140.0,0.7566666666666667,0.26333333333333336,0.09,0.06,,,23,529.0,431.0,190.0,25.0,15.0
142,Wailers,['M8'],['EMEA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",564.0,0.8733333333333334,154.36666666666667,0.8333333333333334,69.33333333333333,103.19999999999999,0.5633333333333334,0.24666666666666667,0.043333333333333335,0.03666666666666666,30.333333333333332,9.333333333333334,20,320.0,379.0,131.0,28.0,23.0
143,Wild0reoo,['TS'],['PACIFIC'],['STAGE 2'],290.0,1.06,199.7,1.08,74.0,132.4,0.73,0.31,0.08,0.07,34.0,18.0,25,213.0,197.0,90.0,22.0,21.0
144,Wo0t,['TH'],"['INT', 'EMEA']","['STAGE 2', 'STAGE 1', 'CHAMPIONS', 'MASTERS SHANGHAI']",1393.0,1.09,215.075,1.075,77.0,139.85000000000002,0.7525,0.3275,0.1375,0.1075,34.333333333333336,14.333333333333334,37,1086.0,972.0,416.0,219.0,157.0
145,Xeppaa,['C9'],['NA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",822.0,0.9900000000000001,192.26666666666665,0.8966666666666668,76.66666666666667,126.13333333333334,0.6433333333333334,0.4366666666666667,0.06666666666666667,0.09333333333333334,25.333333333333332,20.0,26,520.0,586.0,363.0,55.0,71.0
146,YHchen,['JDG'],['CHINA'],"['STAGE 1', 'CHINA']",534.0,,192.0,0.95,,127.9,0.655,0.365,0.08,0.07,,,19,348.0,367.0,196.0,21.0,20.0
147,YOU,['TE'],['CHINA'],"['KICKOFF', 'STAGE 1']",727.0,,186.85,1.0,,,0.66,0.31,,,,,24,478.0,480.0,227.0,0.0,0.0
148,YiHao,['JDG'],['CHINA'],"['KICKOFF', 'STAGE 1']",287.0,,157.8,0.83,,,0.555,0.41,,,,,22,159.0,192.0,115.0,0.0,0.0
149,Yosemite,['BLG'],"['INT', 'CHINA']","['KICKOFF', 'STAGE 1', 'CHAMPIONS', 'CHINA']",915.0,0.69,188.875,0.9425000000000001,56.0,111.6,0.6425,0.28500000000000003,0.08499999999999999,0.12,25.0,,8,656.0,630.0,261.0,35.0,39.0
150,Yuicaw,['WOL'],['CHINA'],"['KICKOFF', 'STAGE 1', 'CHINA']",656.0,,226.13333333333333,1.1066666666666667,,167.5,0.7999999999999999,0.29,0.14,0.07,,,30,525.0,479.0,179.0,27.0,14.0
151,Z1yan,['JDG'],['CHINA'],['CHINA'],267.0,,212.2,1.09,,136.6,0.75,0.37,0.09,0.07,,,22,200.0,184.0,99.0,25.0,19.0
152,Zellsis,['SEN'],"['NA', 'INT']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'CHAMPIONS', 'MASTERS MADRID']",1400.0,1.0100000000000002,177.76000000000002,0.9540000000000001,71.8,115.55999999999999,0.618,0.36199999999999993,0.076,0.08,20.8,15.75,23,898.0,899.0,520.0,93.0,108.0
153,Zest,['BLD'],['PACIFIC'],"['STAGE 2', 'STAGE 1']",530.0,0.92,171.55,0.875,69.0,111.44999999999999,0.605,0.30000000000000004,0.065,0.085,30.0,12.0,24,320.0,365.0,156.0,36.0,45.0
154,ZmjjKK,['EDG'],"['INT', 'CHINA']","['KICKOFF', 'STAGE 1', 'CHAMPIONS', 'CHINA', 'MASTERS SHANGHAI', 'MASTERS MADRID']",1420.0,0.985,251.9,1.1283333333333332,69.0,152.825,0.8683333333333333,0.22833333333333336,0.1825,0.1675,22.5,23.5,30,1308.0,1069.0,326.0,131.0,113.0
155,Zyppan,['NAVI'],['EMEA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",760.0,1.0,218.86666666666665,1.04,71.33333333333333,146.4,0.7666666666666666,0.3066666666666667,0.11666666666666665,0.12000000000000001,30.333333333333332,14.0,25,568.0,570.0,229.0,93.0,97.0
156,aluba,['WOL'],['CHINA'],"['KICKOFF', 'STAGE 1', 'CHINA']",656.0,,192.03333333333333,0.9666666666666667,,121.5,0.6866666666666665,0.32,0.08,0.06,,,31,451.0,474.0,211.0,15.0,12.0
157,ardiis,['NAVI'],['EMEA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",760.0,1.0466666666666666,217.53333333333333,1.08,72.0,141.86666666666667,0.7866666666666666,0.31333333333333335,0.13333333333333333,0.11333333333333334,22.0,20.0,28,583.0,558.0,249.0,101.0,89.0
158,artzin,['MIBR'],['NA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",699.0,0.9366666666666665,211.0666666666667,0.9566666666666667,67.0,139.16666666666666,0.7333333333333334,0.19999999999999998,0.13333333333333333,0.13999999999999999,26.0,17.0,28,512.0,536.0,137.0,92.0,95.0
159,aspas,['LEV'],"['NA', 'INT']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'CHAMPIONS', 'MASTERS SHANGHAI']",1416.0,1.26,250.54000000000002,1.342,75.25,165.78000000000003,0.882,0.192,0.196,0.10800000000000001,28.75,16.333333333333332,47,1302.0,915.0,261.0,266.0,161.0
160,ban,['TLN'],"['INT', 'PACIFIC']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'CHAMPIONS']",904.0,0.95,186.6,0.98,68.75,121.25,0.67,0.26,0.1075,0.0975,32.75,10.0,26,622.0,654.0,211.0,105.0,98.0
161,bang,['100T'],"['NA', 'INT']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'MASTERS SHANGHAI']",1176.0,1.03,201.25,1.0525,74.0,129.375,0.6975,0.2975,0.0975,0.09,31.666666666666668,13.666666666666666,31,836.0,766.0,369.0,116.0,113.0
162,benjyfishy,['TH'],"['INT', 'EMEA']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'CHAMPIONS', 'MASTERS SHANGHAI', 'MASTERS MADRID']",1891.0,1.044,202.9,1.1066666666666667,71.4,136.3,0.7416666666666667,0.2066666666666667,0.09000000000000001,0.09500000000000001,34.0,15.6,30,1409.0,1237.0,361.0,167.0,154.0
163,beyAz,['M8'],['EMEA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",564.0,0.82,151.93333333333334,0.7000000000000001,71.66666666666667,102.13333333333333,0.5033333333333333,0.43,0.049999999999999996,0.07,24.666666666666668,10.333333333333334,25,291.0,405.0,237.0,26.0,41.0
164,blaZek1ng,['GE'],['PACIFIC'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",631.0,0.9666666666666667,188.73333333333335,0.9500000000000001,68.33333333333333,127.7333333333333,0.66,0.22,0.07666666666666666,0.07666666666666667,30.666666666666668,11.0,24,417.0,439.0,145.0,55.0,47.0
165,bunt,['AG'],['CHINA'],"['KICKOFF', 'STAGE 1', 'CHINA']",662.0,,204.13333333333333,1.05,,117.6,0.7366666666666667,0.33666666666666667,0.09,0.07,,,28,463.0,455.0,222.0,23.0,18.0
166,cNed,['FUT'],"['INT', 'EMEA']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'CHAMPIONS', 'MASTERS SHANGHAI']",1282.0,1.03,222.28000000000003,1.0539999999999998,71.5,149.07999999999998,0.776,0.164,0.18,0.162,27.25,7.333333333333333,29,1020.0,931.0,225.0,207.0,194.0
167,cauanzin,['LOUD'],"['NA', 'INT']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'MASTERS MADRID']",1081.0,1.0150000000000001,210.14999999999998,1.0325000000000002,73.25,134.475,0.7375,0.2975,0.11499999999999999,0.0875,27.75,12.666666666666666,24,796.0,774.0,323.0,125.0,95.0
168,ceNder,['VIT'],"['INT', 'EMEA']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'CHAMPIONS']",1210.0,0.915,163.79999999999998,0.8425,67.25,108.92499999999998,0.595,0.3125,0.0775,0.105,26.75,14.666666666666666,31,721.0,857.0,406.0,93.0,134.0
169,coldfish,"['TYL', 'WOL']",['CHINA'],"['KICKOFF', 'STAGE 1', 'CHINA']",708.0,,184.86666666666667,0.9766666666666667,,118.9,0.6499999999999999,0.2866666666666667,0.08,0.05,,,24,453.0,480.0,212.0,19.0,12.0
170,crashies,['NRG'],['NA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",632.0,0.98,173.86666666666667,0.9833333333333334,73.66666666666667,114.16666666666667,0.6233333333333334,0.3033333333333334,0.04666666666666667,0.06333333333333334,28.0,14.333333333333334,24,396.0,402.0,188.0,29.0,40.0
171,crazyguy,['BLD'],['PACIFIC'],"['KICKOFF', 'STAGE 2']",358.0,0.845,170.55,0.72,64.5,114.85,0.535,0.30500000000000005,0.08,0.11,26.0,10.0,19,191.0,268.0,111.0,27.0,40.0
172,d4v41,['PRX'],"['INT', 'PACIFIC']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'CHAMPIONS', 'MASTERS SHANGHAI', 'MASTERS MADRID']",1701.0,1.022,192.35,0.9916666666666667,74.4,130.46666666666667,0.6699999999999999,0.36166666666666664,0.060000000000000005,0.065,28.6,16.0,25,1194.0,1118.0,656.0,115.0,101.0
173,deLb,['AG'],['CHINA'],"['KICKOFF', 'STAGE 1', 'CHINA']",662.0,,197.53333333333333,0.9966666666666667,,122.3,0.7033333333333335,0.18000000000000002,0.06,0.06,,,27,481.0,457.0,125.0,16.0,15.0
174,eeiu,['100T'],"['NA', 'INT']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'MASTERS SHANGHAI']",1176.0,1.0799999999999998,188.7,1.08,75.33333333333333,126.225,0.6775,0.3,0.0475,0.037500000000000006,29.333333333333332,10.666666666666666,26,818.0,718.0,365.0,59.0,43.0
175,f0rsakeN,['PRX'],"['INT', 'PACIFIC']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'CHAMPIONS', 'MASTERS SHANGHAI', 'MASTERS MADRID']",1701.0,1.05,210.01666666666665,1.0366666666666666,73.6,135.83333333333334,0.75,0.3866666666666667,0.08833333333333333,0.10666666666666667,31.4,13.5,33,1274.0,1189.0,653.0,163.0,182.0
176,fl1pzjder,['RRQ'],['PACIFIC'],"['KICKOFF', 'STAGE 1']",380.0,0.85,160.35,0.76,67.5,105.7,0.5549999999999999,0.28500000000000003,0.07,0.11,27.5,20.0,23,209.0,277.0,108.0,28.0,42.0
177,frz,['MIBR'],['NA'],"['KICKOFF', 'STAGE 1']",474.0,0.95,189.14999999999998,0.9650000000000001,66.0,126.25,0.6699999999999999,0.19,0.08,0.12000000000000001,27.5,20.0,25,320.0,329.0,88.0,37.0,55.0
178,grubinho,['KOI'],['EMEA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",740.0,1.07,197.19999999999996,1.0733333333333333,75.0,125.89999999999999,0.6933333333333334,0.3499999999999999,0.08,0.08,33.666666666666664,12.0,27,516.0,481.0,258.0,58.0,59.0
179,havoc,['FUR'],['NA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",555.0,0.8099999999999999,182.63333333333335,0.7999999999999999,60.0,124.93333333333334,0.6233333333333333,0.21666666666666665,0.12666666666666668,0.19333333333333336,34.0,19.5,23,354.0,432.0,108.0,68.0,102.0
180,heat,['KRÜ'],"['NA', 'INT']","['STAGE 2', 'STAGE 1', 'CHAMPIONS']",965.0,1.03,189.96666666666667,1.0233333333333332,74.33333333333333,126.0,0.7166666666666667,0.35000000000000003,0.060000000000000005,0.07666666666666667,31.0,15.5,26,704.0,667.0,358.0,66.0,89.0
181,heybay,['TE'],"['INT', 'CHINA']","['KICKOFF', 'STAGE 1', 'CHAMPIONS', 'CHINA']",1288.0,0.97,175.39999999999998,0.8975,81.0,105.45,0.6050000000000001,0.415,0.06,0.045,26.0,,25,796.0,885.0,538.0,34.0,30.0
182,hfmi0dzjc9z7,['TYL'],['CHINA'],"['KICKOFF', 'STAGE 1', 'CHINA']",585.0,,186.4333333333333,0.91,,131.1,0.6466666666666666,0.24,0.07,0.11,,,22,403.0,410.0,137.0,17.0,27.0
183,hiro,['FNC'],"['INT', 'EMEA']","['STAGE 2', 'CHAMPIONS']",478.0,1.235,206.1,1.305,74.0,132.6,0.725,0.355,0.065,0.095,36.0,46.5,30,342.0,289.0,162.0,36.0,43.0
184,hiroronn,['ZETA'],['PACIFIC'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",795.0,0.89,173.33333333333334,0.84,69.66666666666667,115.83333333333333,0.6033333333333334,0.31666666666666665,0.07666666666666667,0.10999999999999999,30.0,17.666666666666668,20,474.0,570.0,251.0,60.0,89.0
185,hoody,['GX'],['EMEA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",662.0,0.8666666666666667,170.63333333333333,0.8366666666666668,67.33333333333333,116.8,0.59,0.27999999999999997,0.07666666666666667,0.10333333333333335,25.0,9.333333333333334,30,399.0,464.0,175.0,55.0,64.0
186,iZu,['T1'],"['INT', 'PACIFIC']","['KICKOFF', 'STAGE 2', 'STAGE 1', 'MASTERS SHANGHAI']",1065.0,1.0266666666666666,213.09999999999997,0.9950000000000001,73.0,139.375,0.7424999999999999,0.3,0.13,0.125,26.666666666666668,14.333333333333334,27,774.0,789.0,323.0,128.0,133.0
187,icy,['G2'],"['NA', 'INT']","['STAGE 2', 'STAGE 1', 'CHAMPIONS', 'MASTERS SHANGHAI']",1359.0,0.9966666666666667,197.7,0.9924999999999999,71.0,130.425,0.71,0.21,0.14500000000000002,0.1075,27.0,12.5,26,924.0,1001.0,282.0,190.0,188.0
188,invy,['TS'],['PACIFIC'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",897.0,1.1366666666666667,206.46666666666667,1.1366666666666667,76.0,138.33333333333334,0.75,0.4533333333333333,0.06666666666666667,0.056666666666666664,30.0,9.666666666666666,28,670.0,601.0,417.0,61.0,48.0
189,jakee,['C9'],['NA'],['KICKOFF'],162.0,0.96,170.7,0.88,74.0,113.4,0.6,0.39,0.04,0.06,28.0,14.0,20,98.0,111.0,63.0,7.0,9.0
190,jawgemo,['EG'],['NA'],"['KICKOFF', 'STAGE 2', 'STAGE 1']",632.0,0.96,222.26666666666665,0.9566666666666667,66.0,148.26666666666665,0.7466666666666667,0.22333333333333336,0.16333333333333333,0.1466666666666667,21.666666666666668,12.0,29,478.0,497.0,133.0,106.0,93.0
191,jkuro,['JDG'],['CHINA'],"['KICKOFF', 'STAGE 1', 'CHINA']",573.0,,191.63333333333333,0.9766666666666666,,119.8,0.7000000000000001,0.25333333333333335,0.12,0.1,,,24,390.0,412.0,142.0,31.0,28.0
