,agents_played,assists,assists_per_round,average_combat_score,average_damage_per_round,clutch_success_percentage,deaths,fd,first_deaths_per_round,first_kills_per_round,fk,headshot_percentage,kill_assists_survived_traded,kill_deaths,kills,kills_per_round,kmax,org,player,rating,rounds,region,event
48,"['raze', 'gekko']",32,0.27,189.5,117.0,22,95,18,0.15,0.11,13,17,71,0.76,72,0.60,18,100T,Asuna,0.88,120,NA,KICKOFF
49,"['skye', 'viper', 'kayo']",103,0.38,161.6,109.1,14,187,25,0.09,0.07,19,29,66,0.79,147,0.54,19,MIBR,mazin,0.88,274,NA,KICKOFF
50,"['harbor', 'omen', 'astra']",65,0.35,163.6,112.8,28,135,23,0.12,0.06,11,26,67,0.78,105,0.56,18,LEV,Mazino,0.84,186,NA,KICKOFF
51,"['breach', 'kayo']",45,0.41,148.4,94.0,13,83,2,0.02,0.06,7,27,72,0.66,55,0.50,18,EG,NaturE,0.80,110,NA,KICKOFF
52,"['gekko', 'cypher', 'killjoy']",47,0.25,167.0,115.5,,147,28,0.15,0.11,20,27,70,0.73,107,0.58,19,LEV,tex,0.76,186,NA,KICKOFF
53,"['kayo', 'raze']",26,0.29,171.3,111.6,,69,20,0.22,0.13,12,27,56,0.72,50,0.56,20,FUR,havoc,0.75,90,NA,KICKOFF
54,"['viper', 'omen', 'astra']",31,0.28,137.4,87.3,6,81,13,0.12,0.05,5,30,66,0.67,54,0.49,13,KRÜ,Melser,0.73,110,NA,KICKOFF
55,"['jett', 'raze', 'neon']",95,0.20,269.0,169.8,13,297,55,0.11,0.22,105,27,77,1.52,451,0.94,27,LEV,aspas,1.35,479,NA,STAGE 2
56,"['omen', 'viper']",190,0.40,209.8,134.0,17,276,33,0.07,0.10,49,28,81,1.31,362,0.76,23,LEV,kiNgg,1.20,479,NA,STAGE 2
57,"['kayo', 'harbor', 'brimstone']",217,0.45,228.6,150.9,6,322,33,0.07,0.09,41,28,79,1.23,395,0.82,34,LEV,Mazino,1.16,479,NA,STAGE 2
58,"['raze', 'jett']",55,0.25,273.7,178.4,9,169,39,0.18,0.24,53,27,71,1.15,195,0.90,28,SEN,zekken,1.13,217,NA,STAGE 2
59,"['sova', 'fade']",143,0.35,200.5,135.7,16,250,10,0.02,0.05,19,31,77,1.17,292,0.71,26,100T,eeiu,1.13,411,NA,STAGE 2
60,"['clove', 'omen', 'brimstone']",97,0.45,224.7,143.6,19,147,16,0.07,0.09,20,27,78,1.13,166,0.77,24,NRG,s0m,1.12,215,NA,STAGE 2
61,"['breach', 'kayo', 'yoru']",92,0.43,222.5,136.2,11,152,13,0.06,0.12,25,22,79,1.08,164,0.76,25,NRG,Ethan,1.10,215,NA,STAGE 2
62,"['omen', 'gekko']",80,0.37,204.2,132.8,7,144,23,0.11,0.09,20,26,74,1.08,155,0.71,23,SEN,TenZ,1.08,217,NA,STAGE 2
63,"['kayo', 'viper', 'breach']",153,0.39,205.7,129.3,23,266,30,0.08,0.09,36,24,71,1.07,285,0.73,27,G2,JonahP,1.08,388,NA,STAGE 2
64,"['killjoy', 'gekko', 'cypher']",101,0.21,204.6,135.7,16,307,46,0.10,0.09,45,32,74,1.17,359,0.75,23,LEV,tex,1.06,479,NA,STAGE 2
65,"['viper', 'omen', 'brimstone']",74,0.31,206.7,138.1,14,160,15,0.06,0.07,18,32,75,1.16,186,0.77,31,FUR,Khalil,1.06,241,NA,STAGE 2
66,"['sova', 'fade']",171,0.36,180.0,125.1,16,286,34,0.07,0.08,38,20,79,1.04,298,0.62,28,LEV,C0M,1.06,479,NA,STAGE 2
67,"['fade', 'sova', 'gekko']",82,0.34,199.3,135.3,7,166,8,0.03,0.06,15,37,76,1.08,179,0.74,23,EG,Derrek,1.06,242,NA,STAGE 2
68,"['omen', 'harbor', 'brimstone']",150,0.39,202.4,123.0,24,270,34,0.09,0.10,39,22,79,1.01,273,0.70,23,G2,valyn,1.05,388,NA,STAGE 2
69,"['cypher', 'breach', 'viper']",79,0.36,179.8,114.3,15,127,13,0.06,0.02,5,21,75,1.10,140,0.65,21,SEN,Zellsis,1.04,217,NA,STAGE 2
70,"['jett', 'brimstone', 'astra']",83,0.20,223.8,138.7,21,298,48,0.12,0.15,62,26,71,1.13,336,0.82,27,100T,Cryocells,1.04,411,NA,STAGE 2
71,"['omen', 'clove']",65,0.27,214.6,136.3,21,177,37,0.15,0.09,22,45,73,1.08,192,0.79,23,EG,supamen,1.04,242,NA,STAGE 2
72,"['killjoy', 'viper']",102,0.26,219.1,148.4,22,279,35,0.09,0.11,43,19,69,1.06,295,0.76,25,G2,leaf,1.04,388,NA,STAGE 2
73,"['gekko', 'kayo', 'raze']",176,0.43,205.6,132.5,15,297,50,0.12,0.13,54,19,76,0.96,286,0.70,23,100T,Asuna,1.03,411,NA,STAGE 2
74,"['sova', 'fade', 'gekko']",152,0.39,186.1,126.0,17,262,35,0.09,0.07,29,23,74,0.95,250,0.64,22,G2,trent,1.02,388,NA,STAGE 2
75,"['sova', 'breach', 'gekko']",75,0.31,198.4,140.3,17,164,9,0.04,0.03,8,27,73,1.02,167,0.69,24,FUR,nzr,1.02,241,NA,STAGE 2
76,"['raze', 'jett', 'neon']",105,0.21,233.0,155.2,13,370,82,0.17,0.19,92,23,70,1.05,390,0.79,29,KRÜ,keznit,1.02,492,NA,STAGE 2
77,"['viper', 'omen']",147,0.36,202.2,127.4,13,278,50,0.12,0.10,40,33,73,1.04,289,0.70,31,100T,bang,1.02,411,NA,STAGE 2
78,"['omen', 'viper', 'brimstone']",102,0.34,192.1,128.9,19,195,23,0.08,0.07,21,37,71,1.06,207,0.69,28,LOUD,pANcada,1.02,299,NA,STAGE 2
79,"['iso', 'neon', 'raze']",63,0.26,243.4,159.9,10,195,36,0.15,0.18,44,24,71,1.01,196,0.81,23,EG,jawgemo,1.01,242,NA,STAGE 2
80,"['fade', 'breach', 'kayo']",79,0.26,220.0,144.2,13,219,28,0.09,0.12,37,29,71,1.05,229,0.77,24,LOUD,cauanzin,1.00,299,NA,STAGE 2
81,"['killjoy', 'viper', 'cypher']",113,0.23,202.1,142.1,18,342,41,0.08,0.06,28,29,69,1.06,362,0.74,27,KRÜ,Shyy,1.00,492,NA,STAGE 2
82,"['omen', 'viper']",174,0.35,185.3,121.5,18,334,50,0.10,0.08,40,33,74,0.97,323,0.66,23,KRÜ,Melser,0.99,492,NA,STAGE 2
83,"['fade', 'skye', 'kayo']",182,0.37,185.7,122.4,12,350,50,0.10,0.07,36,30,73,0.97,341,0.69,26,KRÜ,heat,0.99,492,NA,STAGE 2
84,"['cypher', 'killjoy', 'omen']",64,0.21,191.1,130.0,5,205,22,0.07,0.09,28,30,65,1.03,211,0.71,21,LOUD,Less,0.99,299,NA,STAGE 2
85,"['yoru', 'gekko', 'killjoy']",56,0.25,212.7,141.7,13,163,20,0.09,0.12,27,27,67,1.05,171,0.76,24,MIBR,artzin,0.99,225,NA,STAGE 2
86,"['deadlock', 'cypher', 'killjoy']",44,0.20,172.4,113.5,11,140,14,0.06,0.05,11,29,71,0.96,134,0.62,19,SEN,johnqt,0.98,217,NA,STAGE 2
87,"['sova', 'fade', 'gekko']",45,0.25,192.3,130.3,12,137,13,0.07,0.08,14,31,72,0.91,124,0.68,22,MIBR,rich,0.97,183,NA,STAGE 2
88,"['killjoy', 'viper', 'cypher']",45,0.19,198.3,138.8,16,175,33,0.14,0.12,28,36,65,0.96,168,0.70,23,FUR,havoc,0.97,241,NA,STAGE 2
89,"['jett', 'neon', 'raze']",56,0.23,236.4,152.8,7,198,36,0.15,0.18,44,18,74,0.99,197,0.82,29,FUR,mwzera,0.97,241,NA,STAGE 2
90,"['fade', 'gekko', 'skye']",74,0.34,170.4,119.9,5,136,27,0.12,0.06,12,29,74,0.93,127,0.59,19,SEN,Sacy,0.96,217,NA,STAGE 2
91,"['omen', 'viper', 'brimstone']",67,0.30,168.5,110.3,19,152,9,0.04,0.07,16,31,65,0.86,130,0.58,20,MIBR,mazin,0.95,225,NA,STAGE 2
92,"['gekko', 'sova', 'fade']",70,0.33,171.4,113.4,12,137,13,0.06,0.04,9,24,75,0.92,126,0.59,19,NRG,crashies,0.94,215,NA,STAGE 2
93,"['neon', 'gekko', 'raze']",79,0.20,194.2,131.2,10,280,58,0.15,0.12,47,23,71,0.97,272,0.70,23,G2,icy,0.93,388,NA,STAGE 2
94,"['jett', 'reyna', 'raze']",45,0.16,232.7,152.1,17,228,53,0.19,0.18,50,27,69,0.99,226,0.82,33,C9,OXY,0.93,277,NA,STAGE 2
95,"['killjoy', 'cypher']",32,0.12,165.9,115.1,17,181,18,0.06,0.09,25,25,65,0.92,166,0.60,18,C9,moose,0.93,277,NA,STAGE 2
96,"['neon', 'clove', 'raze']",37,0.17,214.7,139.6,17,165,51,0.24,0.20,43,25,67,0.98,161,0.75,23,NRG,Victor,0.92,215,NA,STAGE 2
97,"['killjoy', 'gekko', 'breach']",117,0.28,187.7,131.5,13,309,45,0.11,0.08,34,24,70,0.84,260,0.63,21,100T,Boostio,0.90,411,NA,STAGE 2
98,"['kayo', 'gekko', 'skye']",109,0.39,175.4,120.3,24,200,25,0.09,0.05,14,26,73,0.78,156,0.56,18,C9,Xeppaa,0.90,277,NA,STAGE 2
99,"['breach', 'killjoy', 'skye']",86,0.36,163.5,107.4,14,175,15,0.06,0.06,15,32,72,0.78,137,0.57,19,EG,NaturE,0.89,242,NA,STAGE 2
100,"['killjoy', 'kayo', 'breach']",57,0.25,172.1,115.0,12,158,16,0.07,0.05,12,32,70,0.87,138,0.61,19,MIBR,liazzi,0.89,225,NA,STAGE 2
101,"['gekko', 'omen', 'jett']",70,0.23,175.5,117.3,6,210,38,0.13,0.08,25,27,70,0.90,190,0.64,22,LOUD,tuyz,0.89,299,NA,STAGE 2
102,"['jett', 'raze']",27,0.15,221.1,142.3,18,157,37,0.20,0.22,41,27,63,0.85,134,0.73,18,MIBR,Palla,0.88,183,NA,STAGE 2
103,"['neon', 'gekko', 'kayo']",110,0.37,192.8,126.8,23,229,46,0.15,0.10,31,22,69,0.80,183,0.61,20,LOUD,saadhak,0.88,299,NA,STAGE 2
104,"['omen', 'viper']",85,0.31,177.4,118.5,10,205,36,0.13,0.10,27,21,66,0.84,173,0.62,21,C9,vanity,0.87,277,NA,STAGE 2
105,"['sova', 'breach', 'viper']",83,0.30,162.0,107.7,9,194,15,0.05,0.05,13,32,70,0.78,151,0.55,22,C9,runi,0.87,277,NA,STAGE 2
106,['sova'],14,0.33,172.5,124.2,17,29,4,0.10,0.07,3,24,74,0.79,23,0.55,12,MIBR,ShahZaM,0.85,42,NA,STAGE 2
107,"['cypher', 'sova', 'viper']",100,0.22,162.9,111.8,7,327,34,0.08,0.07,30,33,67,0.78,255,0.57,22,KRÜ,mta,0.85,445,NA,STAGE 2
108,"['cypher', 'deadlock', 'viper']",60,0.28,158.1,105.5,12,163,9,0.04,0.08,17,19,64,0.71,116,0.54,18,NRG,FiNESSE,0.81,215,NA,STAGE 2
109,"['cypher', 'harbor', 'brimstone']",63,0.26,150.6,102.4,16,179,33,0.14,0.07,17,32,62,0.68,121,0.50,18,EG,Apoth,0.78,242,NA,STAGE 2
110,"['sage', 'gekko', 'fade']",83,0.34,139.4,94.7,8,183,32,0.13,0.07,18,29,70,0.65,119,0.49,18,FUR,xand,0.73,241,NA,STAGE 2
111,"['viper', 'cypher']",11,0.23,127.0,92.6,,34,6,0.13,0.09,4,27,64,0.59,20,0.43,12,KRÜ,Klaus,0.70,47,NA,STAGE 2
112,"['iso', 'jett']",12,0.29,140.5,101.3,,35,9,0.21,0.10,4,24,64,0.54,19,0.45,11,MIBR,Pa1nt,0.61,42,NA,STAGE 2
113,"['jett', 'phoenix', 'raze']",91,0.17,260.3,175.1,11,344,58,0.11,0.16,89,31,75,1.51,519,0.95,47,LEV,aspas,1.25,544,NA,STAGE 1
114,"['jett', 'raze']",86,0.22,291.1,185.6,18,307,66,0.17,0.24,93,29,75,1.26,387,1.01,35,C9,OXY,1.22,383,NA,STAGE 1
115,"['jett', 'astra', 'brimstone']",123,0.27,243.0,161.1,12,298,29,0.06,0.14,65,24,77,1.35,402,0.88,33,100T,Cryocells,1.22,457,NA,STAGE 1
116,"['kayo', 'omen', 'gekko']",149,0.52,224.2,138.9,22,196,24,0.08,0.12,34,26,76,1.11,217,0.75,28,SEN,TenZ,1.18,289,NA,STAGE 1
117,"['sova', 'fade']",140,0.31,195.4,133.8,12,261,18,0.04,0.06,27,32,78,1.26,328,0.72,24,100T,eeiu,1.16,457,NA,STAGE 1
118,"['viper', 'omen']",144,0.32,210.1,132.1,7,273,41,0.09,0.10,47,33,78,1.24,338,0.74,21,100T,bang,1.15,457,NA,STAGE 1
119,"['fade', 'kayo', 'gekko']",160,0.38,211.5,139.7,19,278,37,0.09,0.07,28,36,76,1.18,327,0.78,26,KRÜ,heat,1.14,420,NA,STAGE 1
120,"['omen', 'brimstone', 'harbor']",198,0.34,212.2,136.3,20,392,50,0.09,0.11,65,27,76,1.15,450,0.77,26,G2,valyn,1.13,584,NA,STAGE 1
121,"['gekko', 'raze', 'kayo']",161,0.35,230.1,145.4,15,315,69,0.15,0.14,66,20,74,1.13,357,0.78,25,100T,Asuna,1.10,457,NA,STAGE 1
122,"['raze', 'reyna', 'jett']",80,0.19,251.2,167.8,10,306,71,0.17,0.20,83,29,70,1.20,366,0.87,27,KRÜ,keznit,1.10,420,NA,STAGE 1
123,"['viper', 'cypher']",91,0.31,187.5,124.9,19,173,19,0.07,0.06,16,27,76,1.12,194,0.67,29,SEN,johnqt,1.09,289,NA,STAGE 1
124,"['viper', 'omen']",205,0.38,205.1,136.6,14,348,37,0.07,0.10,54,30,76,1.14,396,0.73,30,LEV,kiNgg,1.08,544,NA,STAGE 1
125,"['killjoy', 'viper', 'cypher']",119,0.20,221.8,147.8,19,400,59,0.10,0.11,63,24,72,1.15,458,0.78,28,G2,leaf,1.08,584,NA,STAGE 1
126,"['jett', 'raze']",47,0.16,243.4,154.0,19,213,44,0.15,0.23,67,23,72,1.10,234,0.81,23,SEN,zekken,1.08,289,NA,STAGE 1
127,"['fade', 'sova', 'viper']",189,0.32,195.5,131.5,20,376,46,0.08,0.08,47,28,72,1.05,395,0.68,29,G2,trent,1.08,584,NA,STAGE 1
128,"['sova', 'viper']",102,0.27,187.7,133.8,18,244,23,0.06,0.08,29,35,73,1.08,263,0.69,21,C9,runi,1.07,383,NA,STAGE 1
129,"['cypher', 'viper']",56,0.21,205.2,140.3,12,164,17,0.07,0.06,16,28,72,1.16,190,0.73,25,LOUD,Less,1.07,261,NA,STAGE 1
130,"['killjoy', 'viper', 'brimstone']",75,0.26,184.0,128.8,18,183,25,0.09,0.07,20,21,72,0.99,182,0.63,23,SEN,Zellsis,1.05,289,NA,STAGE 1
131,"['killjoy', 'cypher', 'viper']",86,0.20,189.4,130.5,13,262,24,0.06,0.06,27,26,73,1.09,286,0.68,22,KRÜ,Shyy,1.04,420,NA,STAGE 1
132,"['harbor', 'breach', 'kayo']",216,0.40,209.5,134.2,15,389,56,0.10,0.07,37,29,74,1.02,395,0.73,26,LEV,Mazino,1.03,544,NA,STAGE 1
133,"['sage', 'skye', 'kayo']",183,0.48,190.3,124.1,21,268,27,0.07,0.07,28,27,77,0.93,248,0.65,26,C9,Xeppaa,1.02,383,NA,STAGE 1
134,"['omen', 'viper']",119,0.28,174.0,119.9,15,263,34,0.08,0.08,33,32,71,1.00,263,0.63,22,KRÜ,Melser,1.02,420,NA,STAGE 1
135,"['viper', 'killjoy', 'breach']",104,0.37,199.7,132.5,12,195,18,0.06,0.05,15,32,69,0.98,192,0.69,24,EG,NaturE,1.01,280,NA,STAGE 1
136,"['yoru', 'kayo', 'omen']",112,0.43,191.1,122.0,17,175,25,0.10,0.07,17,21,72,0.96,168,0.65,19,NRG,Ethan,1.01,260,NA,STAGE 1
137,"['sova', 'gekko', 'skye']",69,0.27,182.3,118.8,21,171,16,0.06,0.04,11,35,72,1.03,176,0.68,24,NRG,crashies,1.01,260,NA,STAGE 1
138,"['killjoy', 'cypher']",71,0.19,176.5,120.3,14,233,23,0.06,0.07,25,24,72,1.04,243,0.63,21,C9,moose,1.00,383,NA,STAGE 1
139,"['viper', 'kayo', 'breach']",262,0.45,183.6,118.9,10,401,51,0.09,0.05,32,27,74,0.89,356,0.61,20,G2,JonahP,1.00,584,NA,STAGE 1
140,"['viper', 'omen', 'brimstone']",92,0.35,166.3,110.9,13,172,17,0.07,0.06,15,33,70,0.91,157,0.60,17,LOUD,tuyz,0.98,261,NA,STAGE 1
141,"['sova', 'breach', 'kayo']",84,0.32,201.8,129.9,18,189,20,0.08,0.10,26,27,74,0.95,179,0.69,21,LOUD,cauanzin,0.97,261,NA,STAGE 1
142,"['cypher', 'raze', 'brimstone']",44,0.17,212.9,139.4,,193,24,0.09,0.12,31,27,67,1.01,195,0.75,30,NRG,Victor,0.96,260,NA,STAGE 1
143,"['killjoy', 'cypher', 'sage']",95,0.17,184.8,122.4,12,363,63,0.12,0.11,59,35,71,0.97,352,0.65,25,LEV,tex,0.96,544,NA,STAGE 1
144,"['jett', 'raze', 'brimstone']",52,0.20,204.4,139.6,12,199,44,0.17,0.16,42,36,71,0.91,182,0.70,21,NRG,Demon1,0.95,260,NA,STAGE 1
145,"['fade', 'sova', 'skye']",76,0.27,183.2,124.6,20,194,12,0.04,0.05,13,33,68,0.95,184,0.66,26,EG,Derrek,0.95,280,NA,STAGE 1
146,"['viper', 'omen', 'cypher']",63,0.24,189.6,125.3,27,182,28,0.11,0.08,22,28,67,0.93,170,0.65,21,NRG,Marved,0.95,260,NA,STAGE 1
147,"['skye', 'kayo', 'sova']",62,0.28,191.6,125.7,11,163,6,0.03,0.03,6,26,67,0.94,153,0.68,23,FUR,nzr,0.94,224,NA,STAGE 1
148,"['gekko', 'skye', 'fade']",86,0.30,161.9,111.0,12,187,21,0.07,0.06,18,32,71,0.90,168,0.58,22,SEN,Sacy,0.94,289,NA,STAGE 1
149,"['sova', 'viper', 'fade']",158,0.29,160.8,109.2,15,368,40,0.07,0.09,49,22,71,0.80,293,0.54,22,LEV,C0M,0.92,544,NA,STAGE 1
150,"['raze', 'jett']",41,0.15,217.4,146.2,14,218,40,0.14,0.16,46,20,63,0.94,205,0.73,29,EG,jawgemo,0.92,280,NA,STAGE 1
151,"['raze', 'gekko', 'yoru']",110,0.19,187.0,125.3,15,434,90,0.15,0.14,81,26,68,0.89,385,0.66,26,G2,icy,0.91,584,NA,STAGE 1
152,"['viper', 'gekko', 'sova']",121,0.29,177.7,116.7,15,302,34,0.08,0.11,48,25,73,0.82,249,0.59,18,KRÜ,Klaus,0.90,420,NA,STAGE 1
153,"['viper', 'omen', 'brimstone']",144,0.38,163.9,107.3,15,275,39,0.10,0.08,30,22,73,0.79,217,0.57,20,C9,vanity,0.90,383,NA,STAGE 1
154,"['killjoy', 'cypher', 'viper']",42,0.21,186.1,126.4,14,155,27,0.14,0.08,16,26,65,0.84,130,0.65,25,MIBR,frz,0.89,200,NA,STAGE 1
155,"['kayo', 'sova', 'breach']",88,0.34,193.2,130.9,13,194,34,0.13,0.09,23,26,67,0.84,163,0.62,23,LOUD,saadhak,0.89,261,NA,STAGE 1
156,"['omen', 'viper']",82,0.29,184.2,122.5,7,208,32,0.11,0.11,31,37,69,0.87,180,0.64,23,EG,supamen,0.87,280,NA,STAGE 1
157,"['killjoy', 'gekko', 'cypher']",94,0.21,169.5,110.7,26,318,56,0.12,0.09,39,24,70,0.87,278,0.61,22,100T,Boostio,0.87,457,NA,STAGE 1
158,"['cypher', 'harbor', 'astra']",58,0.21,174.5,119.0,17,201,42,0.15,0.11,31,37,61,0.84,168,0.60,22,EG,Apoth,0.84,280,NA,STAGE 1
159,"['jett', 'raze', 'sage']",37,0.19,204.2,137.0,11,170,35,0.18,0.14,27,26,62,0.82,139,0.70,20,MIBR,artzin,0.84,200,NA,STAGE 1
160,"['omen', 'killjoy', 'cypher']",56,0.25,164.4,112.4,21,164,20,0.09,0.04,9,29,69,0.77,127,0.57,17,FUR,Khalil,0.82,224,NA,STAGE 1
161,"['sova', 'skye', 'raze']",40,0.20,196.2,135.7,19,164,22,0.11,0.14,28,32,66,0.83,136,0.68,19,MIBR,jzz,0.82,200,NA,STAGE 1
162,"['jett', 'phoenix', 'raze']",28,0.11,172.8,111.9,6,198,53,0.20,0.15,40,23,61,0.79,156,0.60,19,LOUD,Quick,0.80,261,NA,STAGE 1
163,"['harbor', 'omen', 'brimstone']",56,0.28,156.2,105.6,19,157,8,0.04,0.06,12,27,64,0.73,114,0.57,21,MIBR,RgLMeister,0.77,200,NA,STAGE 1
164,"['raze', 'omen', 'jett']",46,0.21,191.5,125.1,,191,39,0.17,0.10,22,20,63,0.77,148,0.66,23,FUR,mwzera,0.75,224,NA,STAGE 1
165,"['viper', 'kayo']",55,0.25,154.4,102.2,13,172,29,0.13,0.07,16,27,64,0.69,118,0.53,14,FUR,kon4n,0.72,224,NA,STAGE 1
166,"['killjoy', 'gekko', 'kayo']",37,0.17,178.3,124.4,23,188,49,0.22,0.13,28,39,59,0.72,136,0.61,20,FUR,havoc,0.71,224,NA,STAGE 1
167,"['viper', 'kayo', 'skye']",70,0.35,127.6,83.9,10,154,18,0.09,0.04,7,26,61,0.55,84,0.42,12,MIBR,mazin,0.66,200,NA,STAGE 1
168,"['jett', 'raze']",42,0.19,256.6,163.3,15,163,38,0.17,0.25,56,28,75,1.24,202,0.90,27,TS,Jremy,1.19,225,PACIFIC,KICKOFF
169,"['kayo', 'viper', 'sage']",84,0.37,211.7,144.7,5,144,13,0.06,0.07,16,29,76,1.26,181,0.80,28,TS,invy,1.18,225,PACIFIC,KICKOFF
170,"['harbor', 'chamber', 'cypher']",35,0.21,233.6,149.8,,110,6,0.04,0.08,13,29,74,1.23,135,0.83,29,T1,xccurate,1.17,163,PACIFIC,KICKOFF
171,"['viper', 'killjoy', 'cypher']",20,0.16,228.5,152.0,29,81,8,0.07,0.06,7,36,75,1.25,101,0.83,26,TLN,JitBoyS,1.16,122,PACIFIC,KICKOFF
172,"['omen', 'viper', 'brimstone']",55,0.41,207.8,141.6,6,85,3,0.02,0.10,13,31,84,1.16,99,0.74,21,DRX,MaKo,1.16,133,PACIFIC,KICKOFF
173,"['yoru', 'jett', 'gekko']",47,0.25,224.7,143.6,6,137,21,0.11,0.17,33,22,77,1.12,153,0.80,23,PRX,something,1.16,191,PACIFIC,KICKOFF
174,"['jett', 'raze']",69,0.16,250.8,164.3,22,301,62,0.14,0.16,70,29,73,1.29,388,0.90,33,GEN,t3xture,1.15,429,PACIFIC,KICKOFF
175,"['neon', 'jett', 'raze']",28,0.23,247.0,153.3,20,89,26,0.21,0.19,23,17,70,1.16,103,0.84,25,TLN,Governor,1.12,122,PACIFIC,KICKOFF
176,"['viper', 'astra', 'omen']",168,0.39,199.2,132.3,19,272,23,0.05,0.08,33,36,77,1.12,304,0.71,23,GEN,Karon,1.12,429,PACIFIC,KICKOFF
177,['viper'],48,0.29,213.4,129.5,24,103,9,0.06,0.07,12,19,79,1.14,117,0.72,23,T1,Rossy,1.12,163,PACIFIC,KICKOFF
178,"['jett', 'raze']",13,0.08,215.1,143.2,15,104,22,0.13,0.21,34,29,74,1.29,134,0.82,36,T1,Sayaplayer,1.10,163,PACIFIC,KICKOFF
179,"['yoru', 'omen', 'raze']",62,0.38,203.1,134.7,13,109,18,0.11,0.10,17,30,74,1.07,117,0.72,27,T1,iZu,1.07,163,PACIFIC,KICKOFF
180,"['raze', 'yoru']",15,0.17,253.5,163.4,20,68,14,0.16,0.21,18,26,70,1.10,75,0.87,21,DFM,Meiy,1.07,86,PACIFIC,KICKOFF
181,"['killjoy', 'cypher']",21,0.16,200.3,139.5,9,85,17,0.13,0.07,9,36,68,1.20,102,0.77,21,DRX,Flashback,1.07,133,PACIFIC,KICKOFF
182,"['viper', 'skye', 'sage']",85,0.45,195.9,138.0,23,131,13,0.07,0.05,9,31,73,0.99,130,0.68,21,PRX,d4v41,1.07,191,PACIFIC,KICKOFF
183,"['sova', 'omen', 'viper']",48,0.25,189.4,129.4,29,127,8,0.04,0.04,7,28,69,1.04,132,0.69,29,PRX,mindfreak,1.07,191,PACIFIC,KICKOFF
184,"['viper', 'omen']",47,0.39,177.8,123.9,21,73,10,0.08,0.08,10,24,77,1.05,77,0.63,28,BLD,sScary,1.06,122,PACIFIC,KICKOFF
185,"['sova', 'skye']",81,0.36,186.7,125.8,18,137,17,0.08,0.06,14,26,74,1.05,144,0.64,18,TS,JessieVash,1.06,225,PACIFIC,KICKOFF
186,"['skye', 'killjoy', 'cypher']",28,0.23,208.4,132.2,24,85,7,0.06,0.08,10,26,75,1.07,91,0.75,27,BLD,Egoist,1.05,122,PACIFIC,KICKOFF
187,"['viper', 'omen']",106,0.47,191.3,123.1,10,149,16,0.07,0.11,24,21,72,0.99,148,0.66,24,TS,BORKUM,1.05,225,PACIFIC,KICKOFF
188,"['fade', 'sova', 'breach']",39,0.29,174.3,115.6,12,81,7,0.05,0.08,10,32,70,1.09,88,0.66,22,DRX,stax,1.04,133,PACIFIC,KICKOFF
189,"['jett', 'raze']",17,0.13,236.3,146.6,15,101,16,0.12,0.13,18,30,68,1.17,118,0.87,25,RRQ,Jemkin,1.03,136,PACIFIC,KICKOFF
190,"['raze', 'yoru', 'jett']",38,0.29,234.7,148.6,14,104,12,0.09,0.17,23,23,79,1.01,105,0.79,22,DRX,BuZz,1.03,133,PACIFIC,KICKOFF
191,"['killjoy', 'jett', 'cypher']",60,0.14,222.0,146.6,9,299,37,0.09,0.11,49,28,72,1.15,345,0.80,24,GEN,Meteor,1.03,429,PACIFIC,KICKOFF
192,"['viper', 'jett', 'kayo']",30,0.23,200.7,122.4,8,89,18,0.14,0.16,21,31,74,1.08,96,0.72,21,DRX,Foxy9,1.03,133,PACIFIC,KICKOFF
193,"['raze', 'jett']",26,0.12,245.0,154.0,5,159,39,0.18,0.22,46,27,67,1.16,184,0.87,27,ZETA,Dep,1.02,212,PACIFIC,KICKOFF
194,"['cypher', 'killjoy']",49,0.22,178.6,125.9,22,138,20,0.09,0.05,11,21,78,1.04,143,0.64,23,TS,NDG,1.00,225,PACIFIC,KICKOFF
195,"['harbor', 'cypher', 'kayo']",51,0.27,220.3,139.9,10,144,23,0.12,0.13,24,29,73,1.05,151,0.79,33,PRX,f0rsakeN,1.00,191,PACIFIC,KICKOFF
196,"['kayo', 'viper']",164,0.38,187.5,124.7,13,288,43,0.10,0.09,38,21,72,0.98,283,0.66,27,GEN,Munchkin,0.98,429,PACIFIC,KICKOFF
197,"['viper', 'astra', 'harbor']",50,0.37,200.3,128.8,26,100,11,0.08,0.08,11,30,72,0.96,96,0.71,22,RRQ,xffero,0.98,136,PACIFIC,KICKOFF
198,"['sova', 'skye', 'fade']",41,0.30,176.3,114.2,,93,11,0.08,0.05,7,30,67,0.89,83,0.61,19,RRQ,Estrella,0.97,136,PACIFIC,KICKOFF
199,"['yoru', 'kayo', 'skye']",42,0.34,195.5,119.9,14,88,11,0.09,0.12,15,26,73,0.91,80,0.66,22,TLN,ban,0.96,122,PACIFIC,KICKOFF
200,"['gekko', 'sova', 'fade']",33,0.22,187.9,129.2,7,100,13,0.09,0.05,8,29,68,0.97,97,0.65,24,GE,blaZek1ng,0.96,149,PACIFIC,KICKOFF
201,"['harbor', 'raze']",27,0.22,222.4,145.1,18,95,16,0.13,0.17,21,21,72,0.98,93,0.76,29,BLD,Deryeon,0.96,122,PACIFIC,KICKOFF
202,"['viper', 'sova', 'breach']",68,0.32,192.5,128.8,5,153,17,0.08,0.09,19,27,72,0.91,139,0.66,20,ZETA,yuran,0.94,212,PACIFIC,KICKOFF
