,agents_played,assists,assists_per_round,average_combat_score,average_damage_per_round,clutch_success_percentage,deaths,fd,first_deaths_per_round,first_kills_per_round,fk,headshot_percentage,kill_assists_survived_traded,kill_deaths,kills,kills_per_round,kmax,org,player,rating,rounds,region,event
203,"['skye', 'sova', 'kayo']",68,0.32,179.2,122.2,16,148,24,0.11,0.08,16,30,67,0.91,135,0.64,18,ZETA,hiroronn,0.94,212,PACIFIC,KICKOFF
204,['sova'],41,0.34,162.2,108.8,7,85,9,0.07,0.06,7,17,72,0.72,61,0.50,17,TLN,lenne,0.92,122,PACIFIC,KICKOFF
205,"['cypher', 'killjoy']",34,0.16,180.5,123.1,9,147,15,0.07,0.08,17,25,67,0.93,137,0.65,16,ZETA,Laz,0.92,212,PACIFIC,KICKOFF
206,"['sova', 'fade', 'skye']",52,0.32,180.3,119.0,31,120,17,0.10,0.09,15,22,76,0.81,97,0.60,23,T1,Carpe,0.91,163,PACIFIC,KICKOFF
207,"['brimstone', 'harbor', 'omen']",84,0.40,156.2,105.4,9,140,16,0.08,0.01,3,28,67,0.84,118,0.56,19,ZETA,SugarZ3ro,0.91,212,PACIFIC,KICKOFF
208,"['gekko', 'skye', 'fade']",148,0.34,173.9,115.0,35,306,44,0.10,0.07,30,27,74,0.83,254,0.59,20,GEN,Lakia,0.90,429,PACIFIC,KICKOFF
209,"['omen', 'viper']",29,0.34,169.5,106.7,33,63,7,0.08,0.03,3,36,71,0.84,53,0.62,17,DFM,SSeeS,0.90,86,PACIFIC,KICKOFF
210,"['cypher', 'killjoy', 'viper']",20,0.13,171.6,113.9,17,101,15,0.10,0.03,4,25,63,0.88,89,0.60,26,GE,Benkai,0.89,149,PACIFIC,KICKOFF
211,"['gekko', 'viper', 'omen']",38,0.28,164.5,103.4,18,99,13,0.10,0.06,8,28,69,0.78,77,0.57,18,RRQ,fl1pzjder,0.88,136,PACIFIC,KICKOFF
212,"['killjoy', 'cypher']",9,0.10,177.0,122.7,7,64,7,0.08,0.12,10,39,60,0.84,54,0.63,19,DFM,Medusa,0.88,86,PACIFIC,KICKOFF
213,"['sova', 'breach', 'skye']",34,0.28,175.0,113.5,,91,12,0.10,0.09,11,31,61,0.73,66,0.54,17,BLD,crazyguy,0.85,122,PACIFIC,KICKOFF
214,"['raze', 'jett']",21,0.14,197.3,136.0,,121,30,0.20,0.23,35,21,63,0.78,94,0.63,16,GE,Polvi,0.84,149,PACIFIC,KICKOFF
215,"['omen', 'raze']",50,0.26,175.8,120.4,16,152,34,0.18,0.10,19,21,70,0.75,114,0.60,20,PRX,Monyet,0.83,191,PACIFIC,KICKOFF
216,"['kayo', 'gekko', 'breach']",49,0.33,163.4,102.0,11,107,14,0.09,0.07,11,32,66,0.79,84,0.56,17,GE,Russ,0.82,149,PACIFIC,KICKOFF
217,"['killjoy', 'cypher', 'chamber']",18,0.13,184.5,123.7,13,107,27,0.20,0.10,14,33,64,0.83,89,0.65,20,RRQ,Lmemore,0.82,136,PACIFIC,KICKOFF
218,"['neon', 'skye', 'viper']",30,0.25,167.8,115.0,14,91,16,0.13,0.08,10,28,67,0.80,73,0.60,27,BLD,yay,0.81,122,PACIFIC,KICKOFF
219,"['viper', 'harbor']",19,0.22,171.8,114.9,7,67,10,0.12,0.05,4,27,62,0.75,50,0.58,14,DFM,neth,0.81,86,PACIFIC,KICKOFF
220,"['viper', 'omen']",33,0.22,153.4,104.5,13,110,9,0.06,0.06,9,38,64,0.73,80,0.54,14,GE,Lightningfast,0.78,149,PACIFIC,KICKOFF
221,"['skye', 'sova']",40,0.47,138.5,102.2,20,67,8,0.09,0.06,5,28,67,0.57,38,0.44,13,DFM,Anthem,0.75,86,PACIFIC,KICKOFF
222,"['harbor', 'omen', 'astra']",35,0.29,129.2,86.9,9,84,12,0.10,0.03,4,23,67,0.68,57,0.47,13,TLN,Crws,0.74,122,PACIFIC,KICKOFF
223,"['killjoy', 'sage', 'viper']",157,0.36,212.6,141.4,18,267,28,0.06,0.08,37,27,78,1.22,326,0.75,25,PRX,d4v41,1.19,436,PACIFIC,STAGE 2
224,"['chamber', 'sage', 'jett']",32,0.12,227.2,145.5,11,167,29,0.11,0.18,48,27,75,1.37,228,0.85,24,T1,Sayaplayer,1.18,268,PACIFIC,STAGE 2
225,"['omen', 'viper', 'brimstone']",204,0.43,207.5,134.0,15,299,24,0.05,0.09,44,36,79,1.24,372,0.78,28,GEN,Karon,1.17,480,PACIFIC,STAGE 2
226,"['kayo', 'breach', 'skye']",203,0.47,228.3,147.0,7,296,39,0.09,0.10,42,29,78,1.18,349,0.80,22,PRX,f0rsakeN,1.17,436,PACIFIC,STAGE 2
227,"['kayo', 'breach', 'viper']",145,0.50,200.9,133.1,11,189,17,0.06,0.07,21,27,75,1.10,207,0.71,24,TS,invy,1.12,290,PACIFIC,STAGE 2
228,"['viper', 'kayo']",264,0.55,193.0,126.5,10,298,41,0.09,0.09,42,20,78,1.01,302,0.63,34,GEN,Munchkin,1.11,480,PACIFIC,STAGE 2
229,"['raze', 'jett']",79,0.16,229.6,148.3,14,329,69,0.14,0.21,99,27,70,1.20,394,0.82,27,GEN,t3xture,1.10,480,PACIFIC,STAGE 2
230,"['gekko', 'jett', 'raze']",60,0.18,218.3,144.0,27,214,41,0.13,0.13,41,30,78,1.22,261,0.80,27,RRQ,Jemkin,1.10,328,PACIFIC,STAGE 2
231,"['jett', 'raze', 'neon']",87,0.15,241.5,153.2,29,434,95,0.16,0.17,98,21,69,1.15,498,0.84,33,DRX,BuZz,1.09,590,PACIFIC,STAGE 2
232,"['jett', 'gekko', 'fade']",84,0.19,207.2,134.1,15,296,50,0.11,0.16,69,29,72,1.11,329,0.75,20,PRX,something,1.08,436,PACIFIC,STAGE 2
233,"['omen', 'viper']",100,0.34,196.2,126.0,25,187,22,0.08,0.08,24,30,73,1.08,202,0.70,20,TS,2ge,1.08,290,PACIFIC,STAGE 2
234,"['raze', 'cypher', 'iso']",51,0.19,253.8,167.5,6,196,38,0.14,0.16,44,23,75,1.20,236,0.88,26,T1,iZu,1.08,268,PACIFIC,STAGE 2
235,"['clove', 'kayo', 'astra']",148,0.25,220.5,141.9,20,418,46,0.08,0.11,63,29,70,1.09,455,0.77,25,DRX,Flashback,1.08,590,PACIFIC,STAGE 2
236,"['viper', 'gekko', 'sova']",34,0.25,205.7,138.7,13,85,10,0.07,0.07,10,33,73,1.15,98,0.72,29,T1,Rossy,1.08,136,PACIFIC,STAGE 2
237,"['skye', 'fade', 'breach']",146,0.54,197.6,125.4,13,169,14,0.05,0.03,9,30,78,1.07,181,0.68,20,T1,stax,1.07,268,PACIFIC,STAGE 2
238,"['sage', 'raze', 'iso']",125,0.29,224.4,144.8,13,308,52,0.12,0.15,65,21,73,1.10,339,0.78,28,PRX,Jinggg,1.07,436,PACIFIC,STAGE 2
239,"['omen', 'viper', 'brimstone']",104,0.44,206.4,132.8,8,158,9,0.04,0.06,15,27,78,1.08,170,0.72,21,BLD,sScary,1.07,236,PACIFIC,STAGE 2
240,"['killjoy', 'omen', 'viper']",86,0.26,220.1,145.8,20,224,29,0.09,0.08,27,31,74,1.13,253,0.77,30,RRQ,xffero,1.07,328,PACIFIC,STAGE 2
241,"['killjoy', 'cypher', 'skye']",90,0.31,199.7,132.4,18,197,21,0.07,0.08,22,34,74,1.08,213,0.73,25,TS,Wild0reoo,1.06,290,PACIFIC,STAGE 2
242,"['cypher', 'killjoy']",92,0.19,207.1,135.5,7,311,40,0.08,0.10,47,29,72,1.15,358,0.75,27,GEN,Meteor,1.06,480,PACIFIC,STAGE 2
243,"['skye', 'fade', 'sova']",167,0.35,183.0,123.9,21,295,39,0.08,0.08,36,26,74,1.03,305,0.64,24,GEN,Lakia,1.05,480,PACIFIC,STAGE 2
244,"['jett', 'raze', 'neon']",34,0.14,252.9,165.3,10,203,45,0.18,0.22,56,25,72,1.12,227,0.91,32,DFM,Meiy,1.05,250,PACIFIC,STAGE 2
245,"['jett', 'raze', 'neon']",57,0.20,218.8,144.2,,206,58,0.20,0.20,57,25,72,1.03,213,0.73,23,TS,Jremy,1.04,290,PACIFIC,STAGE 2
246,"['viper', 'omen', 'neon']",125,0.38,211.5,141.5,20,245,44,0.13,0.12,38,31,73,0.98,240,0.73,28,RRQ,Monyet,1.02,328,PACIFIC,STAGE 2
247,"['kayo', 'breach', 'omen']",159,0.48,166.8,108.3,7,198,21,0.06,0.05,18,31,77,0.97,192,0.59,23,RRQ,Estrella,1.02,328,PACIFIC,STAGE 2
248,"['clove', 'jett', 'iso']",24,0.20,254.5,174.1,27,101,15,0.13,0.16,19,45,69,1.06,107,0.91,28,TLN,primmie,1.02,118,PACIFIC,STAGE 2
249,"['viper', 'omen']",92,0.32,203.4,133.5,5,205,19,0.07,0.04,11,37,73,1.01,207,0.73,21,ZETA,SugarZ3ro,1.01,284,PACIFIC,STAGE 2
250,"['sova', 'cypher', 'killjoy']",67,0.23,187.5,125.3,18,188,25,0.09,0.09,25,25,70,0.99,187,0.64,19,TS,JessieVash,1.01,290,PACIFIC,STAGE 2
251,"['viper', 'omen']",144,0.33,167.7,108.4,13,261,28,0.06,0.06,26,37,75,1.03,270,0.62,20,PRX,mindfreak,1.01,436,PACIFIC,STAGE 2
252,"['viper', 'omen', 'astra']",130,0.33,200.6,131.7,7,281,32,0.08,0.07,28,38,72,1.01,283,0.71,24,TLN,JitBoyS,1.00,398,PACIFIC,STAGE 2
253,"['viper', 'omen', 'breach']",225,0.38,190.6,125.4,17,410,61,0.10,0.08,47,29,71,0.93,382,0.65,21,DRX,MaKo,1.00,590,PACIFIC,STAGE 2
254,"['sova', 'chamber', 'skye']",78,0.24,199.9,134.5,19,228,39,0.12,0.09,30,33,68,1.00,229,0.70,33,RRQ,Lmemore,1.00,328,PACIFIC,STAGE 2
255,"['sova', 'breach', 'killjoy']",64,0.36,161.0,115.7,17,120,9,0.05,0.02,3,28,72,0.81,97,0.54,17,GE,Benkai,0.99,180,PACIFIC,STAGE 2
256,"['killjoy', 'cypher', 'skye']",83,0.29,199.8,133.5,16,196,28,0.10,0.08,23,37,66,1.05,205,0.72,23,ZETA,Laz,0.99,284,PACIFIC,STAGE 2
257,"['gekko', 'viper', 'sova']",57,0.43,195.3,125.8,8,93,11,0.08,0.12,16,25,80,0.97,90,0.68,20,T1,Carpe,0.98,132,PACIFIC,STAGE 2
258,"['cypher', 'killjoy', 'viper']",28,0.16,184.1,122.9,15,131,13,0.07,0.06,11,33,66,0.92,120,0.67,18,GE,blaZek1ng,0.97,180,PACIFIC,STAGE 2
259,"['viper', 'omen']",98,0.39,177.3,114.3,13,178,22,0.09,0.07,17,38,68,0.86,153,0.61,21,DFM,SSeeS,0.96,250,PACIFIC,STAGE 2
260,"['jett', 'neon']",42,0.23,230.0,153.2,20,149,40,0.22,0.21,38,26,67,0.96,143,0.79,22,GE,Polvi,0.95,180,PACIFIC,STAGE 2
261,"['jett', 'gekko', 'breach']",56,0.20,171.9,111.1,,186,19,0.07,0.05,15,36,69,0.91,170,0.61,19,TLN,Surf,0.95,280,PACIFIC,STAGE 2
262,"['harbor', 'kayo', 'breach']",109,0.44,171.6,110.0,16,180,16,0.06,0.04,9,27,74,0.80,144,0.58,18,DFM,neth,0.94,250,PACIFIC,STAGE 2
263,"['killjoy', 'cypher']",42,0.18,188.0,126.0,21,171,12,0.05,0.05,12,27,66,0.96,164,0.69,22,BLD,Retla,0.92,236,PACIFIC,STAGE 2
264,"['kayo', 'deadlock', 'viper']",80,0.34,167.5,106.3,13,163,24,0.10,0.08,20,34,69,0.85,139,0.59,20,BLD,Zest,0.91,236,PACIFIC,STAGE 2
265,"['kayo', 'gekko', 'sova']",159,0.27,161.6,109.5,24,407,47,0.08,0.06,34,26,71,0.79,322,0.55,27,DRX,BeYN,0.91,590,PACIFIC,STAGE 2
266,"['jett', 'raze', 'neon']",35,0.15,210.1,136.3,15,185,53,0.22,0.20,47,28,66,0.94,174,0.74,24,BLD,Deryeon,0.90,236,PACIFIC,STAGE 2
267,"['killjoy', 'cypher']",36,0.14,180.4,124.6,19,177,27,0.11,0.08,21,26,68,0.92,162,0.65,22,DFM,Medusa,0.89,250,PACIFIC,STAGE 2
268,"['omen', 'raze', 'jett']",55,0.19,219.4,145.8,9,224,47,0.17,0.22,62,27,69,0.94,211,0.74,24,ZETA,Dep,0.89,284,PACIFIC,STAGE 2
269,"['kayo', 'raze', 'neon']",93,0.23,193.5,126.9,21,308,65,0.16,0.17,68,25,70,0.89,275,0.69,26,TLN,Governor,0.89,398,PACIFIC,STAGE 2
270,"['killjoy', 'cypher', 'kayo']",209,0.35,165.0,110.7,12,416,56,0.09,0.07,42,32,70,0.82,340,0.58,21,DRX,Foxy9,0.89,590,PACIFIC,STAGE 2
271,"['gekko', 'breach', 'sova']",110,0.28,168.9,117.9,11,270,31,0.08,0.04,16,21,68,0.83,224,0.56,21,TLN,Crws,0.87,398,PACIFIC,STAGE 2
272,"['killjoy', 'cypher', 'jett']",76,0.19,183.1,126.5,9,297,44,0.11,0.11,44,35,65,0.88,260,0.65,23,TLN,ban,0.87,398,PACIFIC,STAGE 2
273,"['kayo', 'fade']",94,0.52,177.0,116.7,19,143,18,0.10,0.12,22,34,72,0.75,107,0.59,20,GE,Russ,0.87,180,PACIFIC,STAGE 2
274,"['gekko', 'sova', 'cypher']",67,0.24,176.2,121.2,21,202,28,0.10,0.09,25,28,69,0.85,172,0.61,20,ZETA,hiroronn,0.86,284,PACIFIC,STAGE 2
275,"['omen', 'viper', 'brimstone']",108,0.40,160.5,106.9,24,188,27,0.10,0.04,12,22,73,0.79,148,0.55,20,T1,xccurate,0.86,268,PACIFIC,STAGE 2
276,"['kayo', 'breach', 'viper']",148,0.52,153.5,101.7,4,211,27,0.10,0.05,14,25,71,0.67,142,0.50,20,ZETA,yuran,0.84,284,PACIFIC,STAGE 2
277,"['sova', 'fade', 'deadlock']",77,0.33,166.1,116.2,10,177,28,0.12,0.07,16,21,68,0.71,125,0.53,19,BLD,crazyguy,0.84,236,PACIFIC,STAGE 2
278,"['sova', 'gekko', 'deadlock']",53,0.21,160.3,105.4,8,189,25,0.10,0.05,12,23,73,0.74,140,0.56,20,DFM,Anthem,0.83,250,PACIFIC,STAGE 2
279,"['omen', 'sage']",59,0.33,151.9,92.4,17,138,13,0.07,0.07,13,30,69,0.74,102,0.57,18,GE,Lightningfast,0.80,180,PACIFIC,STAGE 2
